19.03.2018  15:09:51	SNEM	15:11:12	00:01:21	81	10:49:35	38975
19.03.2018  15:11:12	SNEM	15:13:11	00:01:59	119	10:51:34	39094
19.03.2018  15:13:12	SNEM	15:14:25	00:01:13	73	10:52:47	39167
19.03.2018  15:14:25	SNEM	15:16:16	00:01:51	111	10:54:38	39278
19.03.2018  15:16:17	SNEM	15:18:54	00:02:37	157	10:57:15	39435
19.03.2018  15:18:55	SNEM	15:20:22	00:01:27	87	10:58:42	39522
19.03.2018  15:20:22	SNEM	15:23:16	00:02:54	174	11:01:36	39696
19.03.2018  15:23:16	SNEM	15:28:33	00:05:17	317	11:06:53	40013
19.03.2018  15:28:34	SNEM	15:29:15	00:00:41	41	11:07:34	40054
19.03.2018  15:29:15	SNEM	15:32:31	00:03:16	196	11:10:50	40250
19.03.2018  15:32:31	SNEM	15:41:43	00:09:12	552	11:20:02	40802
19.03.2018  15:41:43	SNEM	15:45:44	00:04:01	241	11:24:03	41043
19.03.2018  15:45:45	SNEM	15:47:50	00:02:05	125	11:26:08	41168
19.03.2018  15:47:50	SNEM	15:50:15	00:02:25	145	11:28:33	41313
19.03.2018  15:50:15	SNEM	15:51:41	00:01:26	86	11:29:59	41399
19.03.2018  15:51:41	SNEM	15:53:19	00:01:38	98	11:31:37	41497
19.03.2018  15:53:20	SNEM	15:54:45	00:01:25	85	11:33:02	41582
19.03.2018  15:54:46	SNEM	15:55:53	00:01:07	67	11:34:09	41649
19.03.2018  15:55:53	SNEM	16:05:49	00:09:56	596	11:44:05	42245
20.03.2018  08:38:56	SNEM	08:43:21	00:04:25	265	11:48:30	42510
20.03.2018  09:58:22	SNEM	10:15:07	00:16:45	1005	12:05:15	43515
20.03.2018  11:33:33	SNEM	11:34:46	00:01:13	73	12:06:28	43588
20.03.2018  11:34:46	SNEM	11:45:44	00:10:58	658	12:17:26	44246
20.03.2018  11:45:44	SNEM	11:48:53	00:03:09	189	12:20:35	44435
20.03.2018  11:48:53	SNEM	11:50:20	00:01:27	87	12:22:02	44522
20.03.2018  11:50:20	SNEM	11:55:55	00:05:35	335	12:27:37	44857
20.03.2018  11:55:55	SNEM	12:02:29	00:06:34	394	12:34:11	45251
20.03.2018  12:02:29	SNEM	12:03:05	00:00:36	36	12:34:47	45287
20.03.2018  12:03:05	SNEM	12:04:13	00:01:08	68	12:35:55	45355
20.03.2018  13:29:42	SNEM	13:31:27	00:01:45	105	12:37:40	45460
20.03.2018  13:31:28	SNEM	13:32:25	00:00:57	57	12:38:37	45517
20.03.2018  13:32:25	SNEM	13:33:32	00:01:07	67	12:39:44	45584
20.03.2018  13:33:32	SNEM	13:36:03	00:02:31	151	12:42:15	45735
20.03.2018  13:36:03	SNEM	13:39:07	00:03:04	184	12:45:19	45919
20.03.2018  13:39:07	SNEM	13:44:30	00:05:23	323	12:50:42	46242
20.03.2018  14:10:34	SNEM	14:12:40	00:02:06	126	12:52:48	46368
20.03.2018  14:12:40	SNEM	14:15:47	00:03:07	187	12:55:55	46555
20.03.2018  14:15:47	SNEM	14:18:06	00:02:19	139	12:58:14	46694
20.03.2018  14:18:06	SNEM	14:20:07	00:02:01	121	13:00:15	46815
20.03.2018  14:20:08	SNEM	14:22:23	00:02:15	135	13:02:30	46950
20.03.2018  14:22:27	SNEM	14:26:16	00:03:49	229	13:06:19	47179
20.03.2018  14:26:17	SNEM	14:35:20	00:09:03	543	13:15:22	47722
20.03.2018  14:35:20	SNEM	14:40:07	00:04:47	287	13:20:09	48009
20.03.2018  14:40:07	SNEM	14:41:37	00:01:30	90	13:21:39	48099
20.03.2018  14:41:37	SNEM	14:44:11	00:02:34	154	13:24:13	48253
20.03.2018  14:44:11	SNEM	14:47:19	00:03:08	188	13:27:21	48441
20.03.2018  15:14:39	SNEM	15:14:45	00:00:06	6	13:27:27	48447
20.03.2018  15:14:45	SNEM	15:16:39	00:01:54	114	13:29:21	48561
20.03.2018  15:16:39	SNEM	15:18:36	00:01:57	117	13:31:18	48678
20.03.2018  15:18:36	SNEM	15:21:07	00:02:31	151	13:33:49	48829
20.03.2018  15:21:07	SNEM	15:24:13	00:03:06	186	13:36:55	49015
20.03.2018  15:24:13	SNEM	15:25:09	00:00:56	56	13:37:51	49071
20.03.2018  15:25:10	SNEM	15:26:45	00:01:35	95	13:39:26	49166
20.03.2018  15:26:45	SNEM	15:29:40	00:02:55	175	13:42:21	49341
20.03.2018  15:29:40	SNEM	15:32:46	00:03:06	186	13:45:27	49527
20.03.2018  15:39:08	SNEM	15:46:56	00:07:48	468	13:53:15	49995
20.03.2018  15:46:56	SNEM	15:48:07	00:01:11	71	13:54:26	50066
20.03.2018  15:48:07	SNEM	15:54:38	00:06:31	391	14:00:57	50457
